time,name,text,role,target,hate_speech,verbal_abuse,humor
143,11:26:45 AM,Ellian, ptdrrr ah non tkt,bully,none,no,none,yes
144,11:26:51 AM,Lisa45, nkjkrfijvihvpifmihfidfpiojhu,victim_support,none,no,none,no
145,11:26:51 AM,nicola, Ellian est gay aussi ?,bully_support,none,no,none,no
146,11:26:55 AM,Ellian, j'aime les nichons,bully,none,no,none,no
147,11:26:56 AM,nicola, choqué dessus a ca me rassure,bully_support,none,no,none,no
148,11:27:16 AM,Camille, t'aime les bites de noir fait pas genre,victim_support,none,no,none,no
149,11:27:20 AM,Paul, Ellian  ah ba oui ! c'est évident,victim,none,no,none,no
150,11:27:21 AM,nicola, moi aussi Ellian tu as raison,bully_support,none,no,none,no
151,11:27:24 AM,Arthur60, tu vois Ellian a compris la vie contrairement a Paul,bully_support,victim,no,denigration,no
152,11:27:31 AM,Lisa45, Ellian tu aime les tetons des hommes pas des femmes ,victim_support,none,no,none,no
153,11:27:32 AM,nicola, hitler a vise les mauvais,bully_support,none,no,aggression-other,no
154,11:27:56 AM,Ellian, Déjàa lisa ecrit dès le debut fr,bully,victim_support,no,denigration,no
155,11:27:56 AM,Camille, on vois les votes zemmour arriver,victim_support,none,no,none,no
156,11:28:10 AM,Lisa45, apprend le français stp,victim_support,bully_support,no,denigration,no
157,11:28:16 AM,nicola, bah ouais,bully_support,none,no,none,no
158,11:28:16 AM,Arthur60, zemours !!!!,bully_support,none,no,none,no
159,11:28:26 AM,nicola, vive hitler et zemmours,bully_support,none,no,none,no
160,11:28:44 AM,Lisa45, nicola ftg,victim_support,bully_support,no,aggression-other,no
161,11:28:46 AM,Paul," je ne vois le rapport entre Hitler, Zemmour et la discussion ...",victim,none,no,none,no
162,11:28:48 AM,Arthur60, aucun gay ICI CA DEGAGE,bully_support,victim,no,aggression-other,no
163,11:28:53 AM,nicola, toi,bully_support,none,no,none,no
164,11:28:57 AM,Paul, mais bon venant de nicola ça ne me surprend pas !,victim,none,no,none,no
165,11:28:59 AM,nicola, le gay,bully_support,none,no,none,no
166,11:29:05 AM,Camille, c'est toi tu degage mec,victim_support,bully_support,no,aggression-other,no
167,11:29:13 AM,Lisa45, arthur alors degage,victim_support,bully_support,no,aggression-other,no
168,11:29:16 AM,Ellian, Camille prend la porte,bully,none,no,none,no
169,11:29:17 AM,nicola, moi au moins je suis un sucer de premiere pas*,bully_support,none,no,none,no
170,11:29:34 AM,Arthur60," Camille moi j'ai compris la vie, un homme une femme . rien de plus Camille ca degage",bully_support,bully_support,yes,aggression-other,no
171,11:30:09 AM,Camille, bahaha aller va te prendre une queue dans le cul ca te decoincera,victim_support,bully_support,yes,aggression-other,no
172,11:30:27 AM,Ellian, Camille tu me degoute,bully,victim_support,no,denigration,no
173,11:30:35 AM,nicola, Paul est decoincais depuis lomgtemps,bully_support,none,no,none,no
174,11:30:36 AM,Arthur60, prends en une deja par ton mec si t'en as,bully_support,none,no,none,no
175,11:30:48 AM,Lisa45, A hjgikghilgh,victim_support,none,no,none,no
176,11:30:53 AM,Arthur60, B,bully_support,none,no,none,no
177,11:30:54 AM,Ellian, ptdrrr grave,bully,none,no,none,yes
178,11:30:57 AM,Paul, un raisonnement typique des années 30 ...,victim,none,no,none,no
179,11:30:58 AM,Lisa45, fc,victim_support,none,no,none,no
180,11:31:08 AM,Ellian, bah presque c'est dans 8 ans 30 2022,bully,none,no,none,no
181,11:31:40 AM,Camille, vous voulez pas laisser Paul vivre,victim_support,none,no,none,no
182,11:31:44 AM,Ellian, dans 8 ans on est en 2022,bully,none,no,none,no
183,11:31:48 AM,Arthur60, non mdrrr,bully_support,none,no,none,yes
184,11:31:56 AM,Camille, t'as pas de vie,victim_support,none,no,none,no
185,11:31:57 AM,Arthur60, il se trouve une meuf,bully_support,none,no,none,no
186,11:31:59 AM,Lisa45, bon allez je me casse vous etes que des cons,victim_support,bully/bully_support,no,name_calling,no
187,11:32:05 AM,Ellian, bon vous me dégouter les pd je me casse et allé vous faire soigner,bully,victim,no,denigration,no
188,11:32:11 AM,Arthur60, chao ksos ,bully_support,victim,no,name_calling,no
189,11:32:15 AM,Ellian, et Camille tu sers a r,bully,victim_support,no,denigration,no
190,11:32:17 AM,nicola, Paul pourra vivre seulement dans un autre monde,bully_support,none,no,none,no
191,11:32:31 AM,Paul, je te conseille d'évoluer ! vous*,victim,none,no,none,no
192,11:32:40 AM,Ellian, ah ba oui ! c'est évident,bully,none,no,none,no
193,11:32:51 AM,nicola, mais moi j'evolue normalement au moins Paul,bully_support,victim,no,denigration,no
194,11:32:54 AM,Camille, pathétique,victim_support,none,no,none,no
195,11:32:57 AM,Paul, nicola Ellian Arthur60 dans le meme panier,victim,none,no,none,no
196,11:32:57 AM,Ellian, retourne sur ta planette,bully,none,no,none,no
197,11:33:10 AM,Arthur60, Paul ailleur,bully_support,none,no,none,no
198,11:33:23 AM,Arthur60, chao ksos,bully_support,victim,no,name_calling,no
199,11:33:28 AM,nicola, que tu soit nazi ou gay c le meme niveau,bully_support,victim,yes,denigration,no
200,11:33:35 AM,Paul, il me manque un vaisseau spatiale,victim,none,no,none,no
0,[2:28:36 PM], <David-Harceleur>, alors la con de ta mère,bully,victim,no,name_calling,no
1,[2:28:45 PM], <Jim-Soutien-Harceleur>, OUE GROSPORC,bully_support,victim,no,name_calling,no
2,[2:29:05 PM], <Jules-Conciliateur>, vous etes mechant,conciliator,none,no,none,no
3,[2:29:05 PM], <Jim-Soutien-Harceleur>, il est ou le mamouth,bully_support,victim,no,name_calling,no
4,[2:29:10 PM], <Amine-Soutien-Harceleur>, IL EST OU LE GROS LARD,bully_support,victim,no,name_calling,no
5,[2:29:25 PM], <David-Harceleur>, espece de boule je te pousse tu roule,bully,victim,no,denigration,no
6,[2:29:38 PM], <Jules-Conciliateur>, arretez c'est pas cool,conciliator,none,no,none,no
7,[2:29:43 PM], <Jim-Soutien-Harceleur>, et oh baleine bleu,bully_support,victim,no,name_calling,no
8,[2:29:45 PM], <Amine-Soutien-Harceleur>, ALLEZ MANIFESTE TOI GROS PORCS,bully_support,victim,no,name_calling,no
9,[2:31:11 PM], <Jim-Soutien-Harceleur>, y prl pas se chien,bully_support,none,no,name_calling,no
10,[2:31:16 PM], <Amine-Soutien-Harceleur>, brice le cachalot,bully_support,victim,no,name_calling,no
11,[2:31:22 PM], <David-Harceleur>, vas courir gros phoque retourne dans l'eau,bully,victim,no,denigration,no
12,[2:31:33 PM], <Jules-Conciliateur>, sa pourrais etre vous avec les kilos en trop,conciliator,none,no,none,no
13,[2:31:41 PM], <Amine-Soutien-Harceleur>, ta mere la reine des putes,bully_support,victim,no,aggression-other,no
14,[2:31:46 PM], <Jules-Conciliateur>, david c pas bien wesh,conciliator,none,no,none,no
15,[2:32:16 PM], <Jim-Soutien-Harceleur>, merci au  client fidele,bully_support,none,no,none,no
16,[2:32:32 PM], <David-Harceleur>, aller les gros,bully,victim/victim_support,no,denigration,no
17,[2:32:36 PM], <Jim-Soutien-Harceleur>, alllez les gros,bully_support,victim/victim_support,no,denigration,no
18,[2:32:54 PM], <Amine-Soutien-Harceleur>, ton  corps il contient 90% de tartiflette sale chien,bully_support,victim,no,denigration,no
19,[2:32:57 PM], <Jules-Conciliateur>,  arrêter de vous faire  brice,conciliator,none,no,none,no
20,[2:33:23 PM], <Brice-Victime>, ça va ça va c'est quoi l'probleme,victim,none,no,none,no
21,[2:33:38 PM], <Amine-Soutien-Harceleur>, jules toi aussi tu pue la merde,bully_support,conciliator,no,denigration,no
22,[2:33:41 PM], <Jules-Conciliateur>, les ecoute pas,conciliator,none,no,none,no
23,[2:33:59 PM], <David-Harceleur>," brice ecoute moi,  cours",bully,none,no,none,no
24,[2:34:01 PM], <Jim-Soutien-Harceleur>," oh commence pas fatigue,  cours",bully_support,none,no,none,no
25,[2:34:09 PM], <Jules-Conciliateur>, c des méchant même si David c mon copain,conciliator,none,no,none,no
26,[2:34:19 PM], <Amine-Soutien-Harceleur>, brique de lait va baiser tes morts,bully_support,victim,no,aggression-other,no
27,[2:34:25 PM], <Brice-Victime>, « cours » et pourquoi ça?,victim,none,no,none,no
28,[2:34:32 PM], <David-Harceleur>, tg,bully,victim,no,aggression-other,no
29,[2:34:35 PM], <Jim-Soutien-Harceleur>, tg,bully_support,victim,no,aggression-other,no
30,[2:34:44 PM], <Brice-Victime>, dou j'ai pas ldroit parlé,victim,none,no,none,no
31,[2:35:09 PM], <Amine-Soutien-Harceleur>, tg tahan de merde,bully_support,victim,no,aggression-other,no
32,[2:35:12 PM], <Jim-Soutien-Harceleur>,  prl pas trdc,bully_support,victim,no,aggression-other,no
33,[2:35:23 PM], <Amine-Soutien-Harceleur>, kehba de merde,bully_support,victim,no,name_calling,no
34,[2:35:29 PM], <Jules-Conciliateur>, et oh c pas se que vs etes populaire que vous devez vous moquez,conciliator,none,no,none,no
35,[2:35:30 PM], <Amine-Soutien-Harceleur>, tes une petite pute toi,bully_support,victim,no,name_calling,no
36,[2:35:31 PM], <Jim-Soutien-Harceleur>, kehba de bitch,bully_support,victim,no,name_calling,no
37,[2:35:34 PM], <Amine-Soutien-Harceleur>, suce moi,bully_support,victim,no,aggression-other,no
38,[2:35:48 PM], <Jim-Soutien-Harceleur>, jules ftg toi,bully_support,conciliator,no,aggression-other,no
39,[2:35:57 PM], <Jules-Conciliateur>, faut vraiment que vous le laissiez inshallah vos gosses il se font harceler,conciliator,none,no,threat,no
40,[2:36:18 PM], <Brice-Victime>, grave c'est quoi vot probleme,victim,none,no,none,no
41,[2:36:20 PM], <Jim-Soutien-Harceleur>, ptdrrrr commee ta mere l'andicape,bully_support,conciliator,no,denigration,yes
42,[2:36:23 PM], <David-Harceleur>, mdrrr tu es de quelle coter wshhhhhhhh,bully,none,no,none,yes
43,[2:36:37 PM], <Brice-Victime>," juste davidharceleur le mec fait lmalin, y prend des photos et après y crache",victim,none,no,none,no
44,[2:36:38 PM], <Amine-Soutien-Harceleur>, jules vien dans notre camp sinon j'vais te peter le fion,bully_support,conciliator,no,threat,no
45,[2:36:47 PM], <Moussa-Soutien-Victime>, parlez bien avec vos bouches,victim_support,bully/bully_support,no,none,no
46,[2:36:56 PM], <Jim-Soutien-Harceleur>, jvais te louvrir en deux,bully_support,victim,no,threat,no
47,[2:37:16 PM], <David-Harceleur>, brice suce ma bite,bully,victim,no,aggression-other,no
48,[2:37:20 PM], <Jules-Conciliateur>, non je rentre pas dans votre delires de con vous etes des gamins frr,conciliator,bully/bully_support,no,denigration,no
49,[2:37:38 PM], <Yanis-Soutien-Victime>, vos bouche,victim_support,bully/bully_support,no,aggression-other,no
50,[2:37:43 PM], <Jim-Soutien-Harceleur>, mais jvais serre bande de trdc,bully_support,victim/victim_support,no,name_calling,no
51,[2:37:45 PM], <Brice-Victime>, merci les gars,victim,none,no,none,no
52,[2:38:02 PM], <Amine-Soutien-Harceleur>, TES TELLEMENT GROS QUE QUAND TU PASSE DEVANT LE SOLEIL TOUT LE MONDE CRIS ECLIPSE!!!!!!!!,bully_support,victim,no,denigration,yes
53,[2:38:03 PM], <Jules-Conciliateur>, tkt brice,conciliator,none,no,none,no
54,[2:38:05 PM], <David-Harceleur>, brice comment tu fais le malin,bully,none,no,none,no
55,[2:38:12 PM], <Jules-Conciliateur>, bon il est temp de faire la paix,conciliator,none,no,none,no
56,[2:38:12 PM], <Moussa-Soutien-Victime>, vous faites les fous a plusieurs seuls ca parle plus,victim_support,none,no,none,no
57,[2:38:13 PM], <Yanis-Soutien-Victime>, tkt mon pote,victim_support,none,no,none,no
58,[2:38:24 PM], <Brice-Victime>, amine94 ahahahah '=D  la punchline pourrie,victim,none,no,none,yes
59,[2:38:43 PM], <Jim-Soutien-Harceleur>, mdrrrr elle est mieux que toi fatigue,bully_support,victim,no,denigration,yes
60,[2:39:05 PM], <Jules-Conciliateur>, OOOHHH JVAI TOUS VS NIKEZ STOP JAW,conciliator,bully/bully_support/victim/victim_support,no,threat,no
61,[2:39:26 PM], <Jim-Soutien-Harceleur>, mdrrrr tg jules tu trahi la honda,bully_support,conciliator,no,aggression-other,yes
62,[2:39:37 PM], <David-Harceleur>, jamais brice le gros lard,bully,victim,no,name_calling,no
63,[2:39:40 PM], <Jules-Conciliateur>, ON FAIS L4'AMOUR PAS LA GUERRE,conciliator,none,no,none,no
64,[2:39:41 PM], <Brice-Victime>, calme toi jim jules a rien fiat juste il est cool,victim,none,no,none,no
65,[2:39:54 PM], <David-Harceleur>, tu dis calme a qui fatigeur,bully,victim,no,name_calling,no
66,[2:40:00 PM], <Amine-Soutien-Harceleur>, MOUSSA JE VAIS VENIR EN BAS DE CHEZ TOI TU VA VOIR QUI VA PLUS PARLER SALE MIGRANS DE MERDE,bully_support,victim_support,yes,threat,no
67,[2:40:17 PM], <Jim-Soutien-Harceleur>, brice jvais te perce le ventre tu va voir ballons de bodruche ah,bully_support,victim,no,denigration,yes
68,[2:40:35 PM], <Jules-Conciliateur>, maintenent sa deviens rasiste ah bravo amine,conciliator,none,no,none,no
69,[2:40:41 PM], <Moussa-Soutien-Victime>, amine je vais te niquer tout tes mort,victim_support,bully_support,no,threat,no
70,[2:40:46 PM], <Yanis-Soutien-Victime>, tg jim,victim_support,bully_support,no,aggression-other,no
71,[2:41:03 PM], <Amine-Soutien-Harceleur>, BRICE montre nous tes fesses,bully_support,none,no,none,no
72,[2:41:07 PM], <Jim-Soutien-Harceleur>, moussa t ki,bully_support,none,no,none,no
73,[2:41:11 PM], <David-Harceleur>, brice vsi twerke,bully,victim,no,denigration,yes
74,[2:41:20 PM], <Jim-Soutien-Harceleur>, du ventre,bully_support,victim,no,denigration,yes
75,[2:41:28 PM], <Brice-Victime>, ahah très rigolo,victim,none,no,none,yes
76,[2:41:31 PM], <David-Harceleur>, twerke de la graisse,bully,victim,no,aggression-other,no
77,[2:41:44 PM], <Jim-Soutien-Harceleur>, ton vieux nombril,bully_support,victim,no,denigration,no
78,[2:41:52 PM], <Jules-Conciliateur>, PEACE AND LOVE BOOON DAVID PK TA PRIS LA PHOTO SA SE FAIS PAS,conciliator,none,no,none,no
79,[2:42:27 PM], <Yanis-Soutien-Victime>, laisser le,victim_support,none,no,none,no
80,[2:42:33 PM], <Amine-Soutien-Harceleur>, moussa dis nous tes qui toi aussi tes une baleine ? tu flotte dans l'eau,bully_support,victim_support,no,denigration,no
81,[2:42:56 PM], <Brice-Victime>," ouais, davidharceleur crache toujours sur tout le monde",victim,none,no,none,no
82,[2:42:57 PM], <Jim-Soutien-Harceleur>, non y coulle,bully_support,victim,no,denigration,no
83,[2:43:17 PM], <Brice-Victime>, jimsoutiendharce la graisse ça flotte mec!,victim,none,no,none,no
84,[2:43:18 PM], <David-Harceleur>, je te crache dessus connard,bully,victim,no,aggression-other,no
85,[2:43:23 PM], <Brice-Victime>, retourne en cours de physique ouèch,victim,none,no,none,no
86,[2:43:39 PM], <Jim-Soutien-Harceleur>, mais tg enft clochard et wsh pas ouèch,bully_support,victim,no,aggression-other,no
87,[2:43:51 PM], <David-Harceleur>, toi retourne en cours de sport,bully,victim,no,denigration,no
88,[2:43:59 PM], <Amine-Soutien-Harceleur>, suicide toi brice et fais nous un tuto quand tu va te pendre,bully_support,victim,no,aggression-other,no
89,[2:44:07 PM], <Jules-Conciliateur>, t mauvais,conciliator,none,no,none,no
90,[2:44:24 PM], <Jim-Soutien-Harceleur>, amine ....,bully_support,none,no,none,no
91,[2:44:30 PM], <Amine-Soutien-Harceleur>, tahiaaa lmaghreb,bully_support,none,no,none,no
92,[2:44:40 PM], <David-Harceleur>, wsh amine,bully,none,no,none,no
93,[2:44:50 PM], <Amine-Soutien-Harceleur>, weeee le sancho,bully_support,none,no,none,no
94,[2:44:54 PM], <Jules-Conciliateur>, on vas s'aimer sous une etoile ou sous un oreiller,conciliator,none,no,none,yes
95,[2:45:21 PM], <Yanis-Soutien-Victime>, calmer vous,victim_support,none,no,none,no
96,[2:45:28 PM], <Amine-Soutien-Harceleur>, j'vais briser ton cul  comme ca </3,bully_support,victim,no,threat,no
97,[2:46:31 PM], <Amine-Soutien-Harceleur>, brice on fais la paix? mais stp me mange pas,bully_support,victim,no,aggression-other,yes
98,[2:46:50 PM], <Jim-Soutien-Harceleur>, ah jsuis morte ptn,bully_support,none,no,none,yes
99,[2:47:00 PM], <Brice-Victime>, mais t'es un sacré comique,victim,none,no,none,yes
100,[2:47:07 PM], <David-Harceleur>, amine mon gars  de  sur,bully,none,no,none,no
101,[2:47:09 PM], <Brice-Victime>, j'm'en pas de cette viande,victim,none,no,none,no
102,[2:47:20 PM], <Jim-Soutien-Harceleur>, le francais,bully_support,none,no,none,no
103,[2:47:24 PM], <David-Harceleur>, brice en francais ca donne quoi,bully,none,no,denigration,no
104,[2:47:25 PM], <Jim-Soutien-Harceleur>, ç,bully_support,none,no,none,no
105,[2:47:29 PM], <Amine-Soutien-Harceleur>, on mappel jamel debbouze dans le milieu,bully_support,none,no,none,yes
106,[2:47:43 PM], <Jim-Soutien-Harceleur>, jamel en sueur,bully_support,none,no,none,yes
107,[2:47:54 PM], <Brice-Victime>, t'enflame pas amine,victim,none,no,none,no
108,[2:48:20 PM], <Amine-Soutien-Harceleur>, le seul truc que jv enflammer c'est tes morts,bully_support,victim,no,aggression-other,no
109,[2:48:23 PM], <David-Harceleur>, wsh tu parle pas comme ca je vais te dechire,bully,none,no,threat,no
110,[2:49:07 PM], <Amine-Soutien-Harceleur>, tss tss la balaine,bully_support,victim,no,name_calling,no
111,[2:49:07 PM], <David-Harceleur>, mais jules t es changer wsh,bully,none,no,none,no
112,[2:49:24 PM], <Jules-Conciliateur>, j'ai pas changer jte pisse juste dessus frr,conciliator,bully,no,denigration,no
113,[2:49:35 PM], <Brice-Victime>, amine baleine*,victim,bully_support,no,denigration,no
114,[2:49:37 PM], <Jim-Soutien-Harceleur>, mais jules clochard gros cul de merde,bully_support,conciliator,no,name_calling,no
115,[2:49:56 PM], <Brice-Victime>, mais vazy va faire la manche Jim,victim,none,no,aggression-other,no
116,[2:50:03 PM], <David-Harceleur>, mais jules je vais te dechirer noublie pas je venu chez toi,bully,none,no,threat,no
117,[2:50:09 PM], <Jules-Conciliateur>, piste les mes grosses couilles,conciliator,none,no,none,no
118,[2:50:10 PM], <David-Harceleur>, je sais ou thabite fais  pas le maline brice ftg,bully,victim,no,threat,no
119,[2:50:21 PM], <Moussa-Soutien-Victime>, :') :') :') :') :') :') :') :'),victim_support,none,no,none,no
120,[2:50:27 PM], <Jim-Soutien-Harceleur>, mais ptdrrrr frr c normal ta mange tout carrefour jpeut  plus rrien achete,bully_support,victim,no,denigration,yes
121,[2:50:27 PM], <Yanis-Soutien-Victime>, tas pas de couilles,victim_support,none,no,denigration,no
122,[2:50:30 PM], <Amine-Soutien-Harceleur>, brice si taurai était aussi fort a lécole que dans la muscu tu ressemblerai pas a king kong,bully_support,victim,no,denigration,no
123,[2:50:34 PM], <Jules-Conciliateur>, a part sucer jim d'autees talent ?,conciliator,bully,no,denigration,no
124,[2:50:35 PM], <David-Harceleur>, suce ma bite jules,bully,conciliator,no,aggression-other,no
125,[2:51:04 PM], <Jim-Soutien-Harceleur>, jules lvdm jvais tencule,bully_support,none,no,threat,no
126,[2:51:14 PM], <Jules-Conciliateur>, ton micropenis  non merci,conciliator,bully_support,no,denigration,no
127,[2:51:21 PM], <David-Harceleur>, part devant paert derriere part touys les coter,bully,none,no,threat,no
128,[2:51:27 PM], <Amine-Soutien-Harceleur>, nikomok,bully_support,none,no,aggression-other,no
129,[2:51:30 PM], <Brice-Victime>," amine, t'es trop rageux parce que moi on m'remarque",victim,none,no,none,no
130,[2:51:42 PM], <Amine-Soutien-Harceleur>, ftg sale gros,bully_support,victim,no,aggression-other,no
131,[2:51:48 PM], <David-Harceleur>, tg brice nique  toi,bully,victim,no,aggression-other,no
0,[2019-06-13 16:45:48], <Jim_SoutienH>, mec quand tu sautes tu provoques un séisme sur toute la terre,bully_support,victim,no,denigration,no
1,[2019-06-13 16:45:55], <BriceVictimes>, yanis t'es bourré?,victim,none,no,none,no
2,[2019-06-13 16:45:57], <David_harceleur>, brice tu es mechant,bully,none,no,none,no
3,[2019-06-13 16:46:28], <BriceVictimes>," Jim: fais gaffe à ton cul alors,  je pourrais peut etre sauter sur toi..",victim,bully_support,no,threat,no
4,[2019-06-13 16:46:29], <David_harceleur>, brice t'es vraiment très gros,bully,victim,no,denigration,no
5,[2019-06-13 16:46:51], <BriceVictimes>, ...,victim,none,no,none,no
6,[2019-06-13 16:46:59], <Jules_conciliate>, okok,conciliator,none,no,none,no
7,[2019-06-13 16:47:08], <Yanis_soutien>, frapper vous dans vrai vie au lieu d'être derriere un écran,victim_support,none,no,none,no
8,[2019-06-13 16:47:08], <Jules_conciliate>, david calme toi ,conciliator,none,no,none,no
9,[2019-06-13 16:47:10], <David_harceleur>, ferme la Brice,bully,victim,no,aggression-other,no
10,[2019-06-13 16:47:13], <BriceVictimes>, vous voulez que jje me jette d'un pont,victim,none,no,none,no
11,[2019-06-13 16:47:20], <Jules_conciliate>, ouais javoue yanis a raison ,conciliator,none,no,none,no
12,[2019-06-13 16:47:22], <David_harceleur>, tg jules,bully,conciliator,no,aggression-other,no
13,[2019-06-13 16:47:36], <Jim_SoutienH>, jules ftg,bully_support,conciliator,no,aggression-other,no
14,[2019-06-13 16:47:41], <Yanis_soutien>, ok pour le pont,victim_support,victim,no,aggression-other,no
15,[2019-06-13 16:47:41], <David_harceleur>, vazy jette toi connard,bully,victim,no,aggression-other,no
16,[2019-06-13 16:47:42], <Jules_conciliate>, nan nan tinquiète brice pas de prob,conciliator,none,no,none,no
17,[2019-06-13 16:48:07], <BriceVictimes>, je vous mange tous,victim,bully/bully_support,no,aggression-other,no
18,[2019-06-13 16:48:11], <David_harceleur>, brice jette toi ,bully,victim,no,aggression-other,no
19,[2019-06-13 16:48:16], <Amine_soutienH>, Brice bien jouer pour ton role lorsque tu as fait la boule dans indiana jones,bully_support,victim,no,denigration,no
20,[2019-06-13 16:48:29], <Jules_conciliate>, nan c'est fort boyard ,conciliator,none,no,none,no
21,[2019-06-13 16:48:31], <David_harceleur>, oe on sais que tu mange beacoup,bully,victim,no,aggression-other,no
22,[2019-06-13 16:48:56], <BriceVictimes>, vous ete pas genti.,victim,none,no,none,no
23,[2019-06-13 16:49:04], <Yanis_soutien>, qui pour un kebab ?,victim_support,none,no,none,no
24,[2019-06-13 16:49:09], <Amine_soutienH>," il manque un ""l""",bully_support,none,no,none,no
25,[2019-06-13 16:49:29], <David_harceleur>, toi aussi gros porc,bully,victim,no,name_calling,no
26,[2019-06-13 16:49:31], <BriceVictimes>, Amine: il te manque une claque dans la gueule,victim,bully,no,aggression-other,no
27,[2019-06-13 16:49:53], <Amine_soutienH>, arrete si brice mange plus il vas exploser,bully_support,victim,yes,denigration,no
28,[2019-06-13 16:50:03], <David_harceleur>, brice eeeooooo,bully,none,no,none,no
29,[2019-06-13 16:50:04], <Jim_SoutienH>, nouvelle bombe atomique,bully_support,victim,yes,denigration,no
30,[2019-06-13 16:50:07], <Jules_conciliate>, ya pas de s à vas amine ,conciliator,none,no,none,no
31,[2019-06-13 16:50:11], <Yanis_soutien>, au pire on mange Brice y'a de quoi manger pour trois jour,victim_support,victim,no,denigration,no
32,[2019-06-13 16:50:36], <Jim_SoutienH>, pas du tout on nourrit toute l afrique pendant 3 ans,bully_support,victim,no,denigration,no
33,[2019-06-13 16:50:40], <David_harceleur>, tbrice tu es une merde,bully,victim,no,denigration,no
34,[2019-06-13 16:50:49], <David_harceleur>, une sacree merde ,bully,victim,no,denigration,no
35,[2019-06-13 16:50:51], <Jules_conciliate>, bon aller les gars jme taille vous foutez la honte ,conciliator,none,no,none,no
36,[2019-06-13 16:50:53], <BriceVictimes>," faite les malins,  je vais faire de la muscu",victim,none,no,none,no
37,[2019-06-13 16:50:53], <David_harceleur>, connard ,bully,victim,no,name_calling,no
38,[2019-06-13 16:50:55], <David_harceleur>, fdp,bully,victim,no,aggression-other,no
39,[2019-06-13 16:51:00], <BriceVictimes>, bon enlevez cette photo,victim,none,no,none,no
40,[2019-06-13 16:51:03], <BriceVictimes>, sinon,victim,none,no,none,no
41,[2019-06-13 16:51:03], <David_harceleur>, nike ta mere connard,bully,victim,no,aggression-other,no
42,[2019-06-13 16:51:04], <Amine_soutienH>, commence par te lever,bully_support,victim,no,denigration,no
43,[2019-06-13 16:51:23], <David_harceleur>, je vais la mettre sur* insta ta photop,bully,none,no,none,no
44,[2019-06-13 16:51:46], <BriceVictimes>, je vous aimes les gars p'tin,victim,none,no,none,no
0,09:12:58 AM,Yanis, Oui,victim_support,none,no,none,no
1,09:13:07 AM,David41, sale arabe,bully,none,yes,name_calling,no
2,09:13:22 AM,Yanis, bande d'islamo gaucho,victim_support,none,no,none,no
3,09:13:35 AM,David41, je te faire courire moi,bully,victim,no,aggression-other,no
4,09:13:46 AM,Yanis, moi je te fait exploser,victim_support,bully,no,aggression-other,no
5,09:13:49 AM,David41, tu va marcher sur l'eau,bully,none,no,none,no
6,09:13:57 AM,Yanis, comme jesus,victim_support,none,no,none,no
7,09:14:08 AM,David41, non pd de gros biko,bully,victim,yes,name_calling,no
8,09:14:20 AM,Yanis, ta grand mere c'est laurela,victim_support,bully,no,aggression-other,no
9,09:14:36 AM,Jules87, ohh non pas ca,conciliator,none,no,none,no
10,09:14:41 AM,Yanis, sah,victim_support,none,no,none,no
11,09:15:07 AM,David41, ta mere la pute a manger des chips,bully,victim,no,aggression-other,no
12,09:15:08 AM,Jules87, la violence ne fais pas les choses dans la vie,conciliator,none,no,none,no
13,09:15:17 AM,Moussa, Exactement,victim_support,none,no,none,no
14,09:15:31 AM,Moussa, Supprime cette photo David avant que je te moullone,victim_support,bully,no,threat,no
15,09:15:36 AM,David41, Moussa ta ton pasport?,bully,victim_support,yes,aggression-other,no
16,09:15:39 AM,Yanis, il a des grosses cuisses Moussa,victim_support,victim_support,no,denigration,no
17,09:15:46 AM,Moussa, 🤫,victim_support,none,no,none,no
18,09:16:00 AM,Jules87, hamdoulla les cuisses faut pas c'est pas bien,conciliator,none,no,none,no
19,09:16:23 AM,David41, Moussa bz ta mere la voiler,bully,victim_support,no,aggression-other,no
20,09:16:24 AM,amine16, ohhhh Moussa,bully_support,none,no,none,no
21,09:16:39 AM,Yanis, shallah zemmour il meurt brulé vif,victim_support,none,no,aggression-other,no
22,09:16:51 AM,Jules87, ce n'est pas de ca faute d'avoir des grosses cuisses,conciliator,none,no,none,no
23,09:17:04 AM,Moussa, Au David fais pas le fou Jvais enculer bien sagement toi et ta pute de famille donc mtn tu supprime avant que jte soulève devant t p’tits camarades,victim_support,bully,no,aggression-other,no
24,09:17:07 AM,Yanis, jvais briser ses os et boire son sang,victim_support,bully,no,aggression-other,no
25,09:17:08 AM,David41, David test plus lourd que le bus,bully,victim,no,denigration,no
26,09:17:26 AM,Jules87, Moussa calmos,conciliator,none,no,none,no
27,09:17:28 AM,Brice, C'est quoi cette photo qui circule ?!,victim,none,no,none,no
28,09:17:35 AM,David41, ta mange comme j'aime ?,bully,victim,no,denigration,no
29,09:17:37 AM,Yanis, c'est ta mere,victim_support,bully,no,aggression-other,no
30,09:17:45 AM,Brice, wtf,victim,none,no,none,no
31,09:17:47 AM,Jules87, Brice tu fais du surf?,conciliator,none,no,none,no
32,09:17:52 AM,Moussa, Mais supprime ça,victim_support,none,no,none,no
33,09:17:59 AM,amine16, jim baiz tes mortd,bully_support,victim_support,no,aggression-other,no
34,09:17:59 AM,Moussa, Brice dit qlq chose,victim_support,none,no,none,no
35,09:18:06 AM,Jim85, amine retourne dans ton pays,bully_support,bully_support,yes,aggression-other,no
